AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner	Link
GCF_023507845.1	ASM2350784v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887374	501171	250	Ec-180			521418
GCF_023507885.1	ASM2350788v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887372	329200	250	Ec-177		The New Zealand Institute for Plant and Food Research Ltd.	
GCF_023507905.1	ASM2350790v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN10887371	321324	250	Ec-173		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023507925.1	ASM2350792v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887370	329200	250	Ec-168		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023507945.1	ASM2350794v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887369	265131	250	Ec-155		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023507955.1	ASM2350795v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN10887367	493850	250	Ec-143			
GCF_023507985.1	ASM2350798v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN10887368	291926	250	Ec-153			521418
GCF_023508005.1	ASM2350800v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN10887366	493850	250	Ec-140		The New Zealand Institute for Plant and Food Research Ltd.	
GCF_023508025.1	ASM2350802v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN10887365	878725	250	Ec-137			521418
GCF_023508045.1	ASM2350804v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887363	295160	250	Ec-093		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023508055.1	ASM2350805v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN10887364	282642	250	Ec-110		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023508065.1	ASM2350806v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN10887362	500095	250	Ec-010		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023508105.1	ASM2350810v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887360	436290	250	Ec-008			521418
GCF_023508125.1	ASM2350812v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN10887361	370138	250	Ec-009		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023508145.1	ASM2350814v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887358	545294	250	Ec-006		The New Zealand Institute for Plant and Food Research Ltd.	
GCF_023508155.1	ASM2350815v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN10887359	276121	250	Ec-007		The New Zealand Institute for Plant and Food Research Ltd.	
GCA_023508205.1	ASM2350820v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN10887357	357322	250	ICMP 11525		The New Zealand Institute for Plant and Food Research Ltd.	521418
GCF_023914135.1	ASM2391413v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN29182939	516528	258.97	22TC1		Yunnan Academy of Tobacco Agricultural Sciences	839150
GCA_024342785.1	ASM2434278v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443660	176508	437	MAFF 106568		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024342805.1	ASM2434280v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443661	274073	320	MAFF 106664		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	
GCA_024342865.1	ASM2434286v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443662	731102	361	MAFF 301296		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCF_024342945.1	ASM2434294v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443663	1284813	325	MAFF 301619		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCF_024343035.1	ASM2434303v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443664	526083	359	MAFF 301645		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	
GCA_024343095.1	ASM2434309v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443665	834471	368	MAFF 301653		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024343135.1	ASM2434313v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443666	339456	360	MAFF 301877			
GCF_024343235.1	ASM2434323v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443667	2498934	348	MAFF 301889			
GCA_024343295.1	ASM2434329v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443668	245954	335	MAFF 301899		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024343335.1	ASM2434333v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443669	1160692	354	MAFF 301937		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024343355.1	ASM2434335v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443675	112301	588	MAFF 301879		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	
GCA_024343445.1	ASM2434344v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00495185	230498	128	NBRC3380		Bacteriology Microbiology, Osaka Institute of Public Health	
GCA_024343475.1	ASM2434347v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00495186	252526	84	NBRC3830		Bacteriology Microbiology, Osaka Institute of Public Health	
GCF_024343495.1	ASM2434349v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00495187	350122	74	NBRC12380			
GCF_024343595.1	ASM2434359v1	Pectobacterium araliae (enterobacteria)	3073862	SAMD00443670	148640	337	MAFF 302107		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024343625.1	ASM2434362v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443671	287251	317	MAFF 311524		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCA_024343655.1	ASM2434365v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443672	322364	354	MAFF 331060		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	
GCA_024343685.1	ASM2434368v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443673	161759	347	MAFF 730217		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCF_024343715.1	ASM2434371v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00443674	360083	624	MAFF 301875		Graduate School of Engineering, Department of Material and Environmental Chemistry, Utsunomiya University	847795
GCF_024498675.1	ASM2449867v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698389	5019088	100	AK049		Qujing Normal University	794971
GCF_024498695.1	ASM2449869v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698387	4889381	100	QJ316		Qujing Normal University	794971
GCF_024498715.1	ASM2449871v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698388	5019255	100	AK042			
GCF_024498735.1	ASM2449873v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698386	4865541	100	QJ315		Qujing Normal University	794971
GCF_024498755.1	ASM2449875v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698385	4889381	100	QJ313		Qujing Normal University	794971
GCF_024498775.1	ASM2449877v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698384	4907098	100	QJ311			794971
GCF_024498795.1	ASM2449879v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698383	4889381	100	QJ036			794971
GCF_024498815.1	ASM2449881v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698382	4889365	100	QJ034			794971
GCF_024498835.1	ASM2449883v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698381	5044175	100	QJ011			
GCF_024498855.1	ASM2449885v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698380	5057072	100	QJ003		Qujing Normal University	794971
GCF_024498875.1	ASM2449887v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN24698379	4975218	100	QJ002			794971
GCF_024506455.1	ASM2450645v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN29993934	493670	100	21TX0081		Texas A & M University	862766
GCF_024722495.1	ASM2472249v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN30306657	4727386	1000	YT22221		Hebei Agricultural University	869425
GCF_024758625.1	ASM2475862v1	Pectobacterium polonicum (enterobacteria)	2485124	SAMN24292686	4863665	800	BY21311			791528
GCF_025402815.1	ASM2540281v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN30880959	4984813	200	QJ021		Qujing Normal University	880979
GCF_025466255.1	ASM2546625v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN08005644	522146	86	IFB5252		University of Gdansk	
GCF_025466265.1	ASM2546626v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN08005651	1279937	69	IFB5223		University of Gdansk	417765
GCF_025466295.1	ASM2546629v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN08005638	629443	171	IFB5222			417758
GCF_025466305.1	ASM2546630v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN08005827	144868	66	IFB5220			417771
GCF_025643735.1	ASM2564373v1	Pectobacterium sp. F1-1 (enterobacteria)	2949614	SAMN28689349	4816345	311	F1-1		Academia Sinica	842864
GCF_025809395.1	ASM2580939v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN10147005	5003614	50	HG-49			
GCF_025946765.1	ASM2594676v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN31396871	4115593	276	CFCC10813		Zhejiang University	892873
GCF_026723725.1	ASM2672372v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN31919293	4919671	194	21PCA_AGRO2		eGnome	906323
GCF_026800125.1	ASM2680012v1	Pectobacterium jejuense (enterobacteria)	2974022	SAMN30435626	408756	80.73	13-115		Kyungpook National University	871967
GCF_028335745.1	ASM2833574v1	Pectobacterium sp. A5351 (enterobacteria)	2914983	SAMN32156144	4401383	226	A5351			910984
GCF_028613535.1	ASM2861353v1	Pectobacterium polonicum (enterobacteria)	2485124	SAMN33099527	420882	52.68	KNUB-07-21		Kyungpook National University	931791
GCF_028736315.1	ASM2873631v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN33215706	4926593	463	ZJ-4-2			932587
GCF_029023745.1	ASM2902374v2	Pectobacterium colocasium (enterobacteria)	2878098	SAMN32819779	5024691	83.5	PL155		University of Hawaii at Manoa	926002
GCF_029027905.1	ASM2902790v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN28647776	4935467	29.5	GX-Pa1			842104
GCF_029075705.1	ASM2907570v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN33561335	5036878	487	CM22132		Hebei Agricultural University	940320
GCF_029075715.1	ASM2907571v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN33561324	2840219	485	CM22112			
GCF_029524165.1	ASM2952416v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN32950830	397594	232	ZRIMU1022		Inner Mongolia Potato Engineering & Technology Research Center	929069
GCF_029524195.1	ASM2952419v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN33013812	492739	296	ZRIMU1523		Inner Mongolia Potato Engineering & Technology Research Center	930591
GCF_029524255.1	ASM2952425v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN32950828	357129	223	ZRIMU1030		Inner Mongolia Potato Engineering & Technology Research Center	929064
GCF_030236315.1	ASM3023631v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN32881775	753856	234	ZRIMU1213		Inner Mongolia Potato Engineering & Technology Research Center	926680
GCF_030236355.1	ASM3023635v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN32950829	493226	187	NX18131		Inner Mongolia Potato Engineering & Technology Research Center	
GCF_030268585.1	ASM3026858v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00537052	350380	164	NBRC 12380		Biological Resource Center, NITE (NBRC)	
GCA_030268765.1	ASM3026876v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00538064	491488	167	NBRC 14082		Biological Resource Center, NITE (NBRC)	971798
GCA_030269105.1	ASM3026910v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00536698	224772	171	NBRC 3380		Biological Resource Center, NITE (NBRC)	971798
GCA_030269145.1	ASM3026914v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00536818	478840	159	NBRC 3830		Biological Resource Center, NITE (NBRC)	971798
GCF_030269405.1	ASM3026940v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMD00540489	247817	233	NBRC 103133			971798
GCF_030370015.1	ASM3037001v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN35778208	2857779	4	PCC1			984749
GCF_030413675.1	ASM3041367v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN36189170	4930000	200	YKX		Qujing Normal University	
GCF_032905925.1	ASM3290592v1	Pectobacterium sp. HCp5_1 (enterobacteria)	3062446	SAMN36470203	111306	139	HCp5_1		National Institute of Agricultural Science	995413
GCF_033898505.1	ASM3389850v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38073655	2685691	416.73	21-37-TAE-PE14		Chungcheongnam-do Agricultural Research and Extension Services	1034786
GCF_034104955.1	ASM3410495v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468384	386756	100	NJAU132		Nanjing Agricultural University	
GCF_034104985.1	ASM3410498v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN38468645	333109	100	NJAU137		Nanjing Agricultural University	
GCF_034105005.1	ASM3410500v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468385	301930	100	NJAU134		Nanjing Agricultural University	
GCF_034105065.1	ASM3410506v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468646	115768	100	NJAU140		Nanjing Agricultural University	
GCF_034105085.1	ASM3410508v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468382	159164	100	NJAU130		Nanjing Agricultural University	
GCF_034105155.1	ASM3410515v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN38468649	609553	100	NJAU160		Nanjing Agricultural University	
GCF_034105175.1	ASM3410517v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN38440052	606379	100	NJAU110		Nanjing Agricultural University	
GCF_034105205.1	ASM3410520v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468647	407878	100	NJAU21		Nanjing Agricultural University	
GCF_034105625.1	ASM3410562v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38468383	209815	100	NJAU131			
GCF_034196465.1	ASM3419646v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN38446810	170395	100	NJAU170		Nanjing Agricultural University	
GCF_034723995.1	ASM3472399v1	Pectobacterium carotovorum subsp. carotovorum (enterobacteria)	554	SAMN38439542	373489	100	NJAU120		Nanjing Agricultural University	
GCF_035066825.1	ASM3506682v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38025001	370631	40.9971	BP9384			1033154
GCF_035066835.1	ASM3506683v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38024998	466746	35.0216	BP9302		Pennsylvania State University	1033154
GCF_035066845.1	ASM3506684v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38025000	586954	47.4223	BP9310			1033154
GCF_035066875.1	ASM3506687v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38025002	405389	39.4402	BP9389		Pennsylvania State University	1033154
GCF_035066895.1	ASM3506689v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024999	546947	39.784				1033154
GCF_035066925.1	ASM3506692v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024993	640429	42.341	BP9174			
GCF_035066935.1	ASM3506693v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38024995	370631	36.3469	BP9234		Pennsylvania State University	
GCF_035066945.1	ASM3506694v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024994	574090	38.4616	BP9195		Pennsylvania State University	1033154
GCF_035066985.1	ASM3506698v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024996	574621	40.3649	BP9250			1033154
GCF_035066995.1	ASM3506699v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024997	526841	39.9761	BP9294		Pennsylvania State University	1033154
GCF_035067025.1	ASM3506702v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024992	375921	37.2798	BP9166		Pennsylvania State University	1033154
GCF_035067045.1	ASM3506704v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024990	312566	40.4366	BP9149		Pennsylvania State University	1033154
GCF_035067065.1	ASM3506706v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024991	1326572	37.0683	BP9164		Pennsylvania State University	1033154
GCF_035067085.1	ASM3506708v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024989	469391	40.2783	BP9130		Pennsylvania State University	
GCF_035067125.1	ASM3506712v1	Pectobacterium polonicum (enterobacteria)	2485124	SAMN38024988	289503	43.8679	BP9129		Pennsylvania State University	1033154
GCF_035067145.1	ASM3506714v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024987	494108	41.9628	BP9128		Pennsylvania State University	1033154
GCF_035067165.1	ASM3506716v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024986	372348	40.7715	BP9109		Pennsylvania State University	1033154
GCF_035067185.1	ASM3506718v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN38024983	574621	43.3277			Pennsylvania State University	1033154
GCF_035067195.1	ASM3506719v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38024984	412097	49.0947	BP9083		Pennsylvania State University	1033154
GCF_035067215.1	ASM3506721v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38024985	466746	45.5117	BP9089		Pennsylvania State University	
GCF_035067245.1	ASM3506724v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN38024981	370630	29.2726	BP9038		Pennsylvania State University	
GCF_035067265.1	ASM3506726v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024982	493951	33.1376	BP9052		Pennsylvania State University	
GCF_035067285.1	ASM3506728v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024979	405389	46.9478	BP9019		Pennsylvania State University	1033154
GCF_035067295.1	ASM3506729v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN38024980	463118	68.6129	BP9026		Pennsylvania State University	1033154
GCF_035067325.1	ASM3506732v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN38024978	333819	47.656	BP9017		Pennsylvania State University	1033154
GCF_035067345.1	ASM3506734v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024977	312721	43.8257	BP9004		Pennsylvania State University	1033154
GCF_035067365.1	ASM3506736v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN38024976	493951	35.5056	BP9002		Pennsylvania State University	1033154
GCF_036632965.1	ASM3663296v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN36085520	306378	100			Nanjing Agricultural University	
GCF_036885025.1	ASM3688502v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN35126650	4116748	100	DPMP6		University of Gdansk	973544
GCF_036885195.1	ASM3688519v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN37223220	4116584	100	CFBP3628		University of Gdansk	1011538
GCF_036903525.1	ASM3690352v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN35126400	124134	100	DPMP7		University of Gdansk	973261
GCF_036903565.1	ASM3690356v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN35126417	219116	100	DPMP14		University of Gdansk	973266
GCF_036961575.1	ASM3696157v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN39944948	74601	15	21A18		The University of Maine	1076542
GCF_037003165.1	ASM3700316v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN38468648	256811	100	NJAU150		Nanjing Agricultural University	
GCF_037076165.1	Pecto_Reisolate-IDBA.contigs	Pectobacterium brasiliense (enterobacteria)	180957	SAMN39063643	121675	20	1Aia d			1055876
GCF_037076175.1	ASM3707617v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN39063594	133856	20	1Aia		Centro de Investigaciones y Transferencias, Universidad Nacional de Villa Maria (CIT-CONICET)	1055870
GCF_037076465.1	ASM3707646v1	Pectobacterium araliae (enterobacteria)	3073862	SAMD00641580	4663678	53	MAFF 302110		Graduate School of Regional Development and Creativity, Utsunomiya University	1049203
GCF_037135375.1	ASM3713537v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269265	553443	318	UW021-9		Cornell University	
GCF_037135395.1	ASM3713539v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269260	553443	253	UW021-4			1084067
GCF_037135415.1	ASM3713541v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269264	553443	279	UW021-8			1084067
GCF_037135435.1	ASM3713543v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269252	179322	81	UMSS2			
GCF_037135455.1	ASM3713545v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269262	553443	354	UW021-6		Cornell University	
GCF_037135475.1	ASM3713547v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269263	474047	325	UW021-7		Cornell University	
GCF_037135495.1	ASM3713549v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269237	111181	42	NY1563A		Cornell University	
GCF_037135515.1	ASM3713551v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269261	241024	517	UW021-5		Cornell University	1084067
GCF_037135535.1	ASM3713553v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269259	370095	325	UW021-3			
GCF_037135555.1	ASM3713555v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269258	553443	312	UW021-19		Cornell University	1084067
GCF_037135595.1	ASM3713559v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269257	495549	95	UW021-12		Cornell University	1084067
GCF_037135615.1	ASM3713561v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269238	131326	41	NY1586A			
GCF_037135655.1	ASM3713565v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269256	474047	275	UW021-11		Cornell University	1084067
GCF_037135675.1	ASM3713567v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269255	380157	300	UW021-1		Cornell University	
GCF_037135695.1	ASM3713569v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269254	340691	87	UMSS5		Cornell University	
GCF_037135715.1	ASM3713571v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269245	476728	228	NY1898		Cornell University	1084067
GCF_037135735.1	ASM3713573v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269240	404271	218	NY1887		Cornell University	1084067
GCF_037135755.1	ASM3713575v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269243	243178	211	NY1893		Cornell University	1084067
GCF_037135775.1	ASM3713577v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269253	80021	58	UMSS4		Cornell University	
GCF_037135795.1	ASM3713579v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269250	230368	221	NY2010		Cornell University	1084067
GCF_037135815.1	ASM3713581v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269246	251056	184	NY1901			1084067
GCF_037135835.1	ASM3713583v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269242	375079	258	NY1889		Cornell University	1084067
GCF_037135855.1	ASM3713585v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269249	2807979	372	NY2009		Cornell University	1084067
GCF_037135875.1	ASM3713587v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269248	503446	206	NY2007		Cornell University	
GCF_037135895.1	ASM3713589v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269247	800661	225	NY1902		Cornell University	1084067
GCF_037135905.1	ASM3713590v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269241	206917	208	NY1888		Cornell University	1084067
GCF_037135935.1	ASM3713593v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN40269239	54907	39	NY1749A		Cornell University	1084067
GCF_037135955.1	ASM3713595v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN40269236	69551	58	NY1539A		Cornell University	1084067
GCF_037135995.1	ASM3713599v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269235	118293	66	NY1464A		Cornell University	1084067
GCF_037136015.1	ASM3713601v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269234	105503	47	NY1453A			1084067
GCF_037136035.1	ASM3713603v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269231	114658	31	JB94B		Cornell University	1084067
GCF_037136055.1	ASM3713605v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269232	214110	252	JB96A		Cornell University	
GCF_037136065.1	ASM3713606v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN40269224	458740	63	JB107B		Cornell University	
GCF_037136095.1	ASM3713609v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269226	95798	47	JB133A		Cornell University	
GCF_037136115.1	ASM3713611v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269230	15775	11	JB88B			
GCF_037136135.1	ASM3713613v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269233	68694	68	ME175		Cornell University	
GCF_037136155.1	ASM3713615v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269225	209082	19	JB113A		Cornell University	1084067
GCF_037136175.1	ASM3713617v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269228	496458	276	JB53C		Cornell University	
GCF_037136195.1	ASM3713619v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269229	42493	13	JB56A		Cornell University	1084067
GCF_037136215.1	ASM3713621v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269227	136990	17	JB145A		Cornell University	1084067
GCF_037136235.1	ASM3713623v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269222	179611	280	1950-8			1084067
GCF_037136255.1	ASM3713625v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269205	325934	276	1950-26			1084067
GCF_037136275.1	ASM3713627v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269223	165921	198	1950-9		Cornell University	1084067
GCF_037136315.1	ASM3713631v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269211	708009	248	1950-34		Cornell University	1084067
GCF_037136335.1	ASM3713633v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269208	523333	286	1950-3		Cornell University	
GCF_037136375.1	ASM3713637v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269198	378392	226	1950-19		Cornell University	1084067
GCF_037136395.1	ASM3713639v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269212	707709	285	1950-35			1084067
GCF_037136415.1	ASM3713641v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN40269192	240168	339	1950-12		Cornell University	1084067
GCF_037136475.1	ASM3713647v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269210	334564	143	1950-33		Cornell University	1084067
